Product Code,Availability
FJS1S-BK,1
FMG,1
FROG-L,1
FROG-M,1
FSA1,1
FX20,1
FX5,1
GA2,1
GU1AM,1
GU7BK,1
HBAC,1
HC1,1
HCS-SCS1,1
HCS10S,1
HCS12CH,1
HCS12S,0
HCS13H,1
HCS14C,1
HCS14CH,1
HCS14H,1
HCS15H,1
HCS16C,1
HCS16CH,1
HCS18C,1
HCS18CH,1
HCS20R,1
HCS22R,1
HCS8B,1
HCS8S,0
HMC-1,1
HPR,0
HPS,1
M-CAP-FFBASEK,1
M-CAP-FFBASEY,1
M-CAP-LOWPROF,0
M-TUBELANYARD,unknown
MBB,1
MC-CH,1
MC-CHL,1
MC-CY1,1
MC-CY2,1
MC-DSH,1
MC-DSH-JB,unknown
MC-FDH,1
MCB22,1
MCB22-BP,1
MCB24,1
MCC22-TR,1
MCH-CH,1
MCH-G,1
MCHB,1
MCJB,1
MCM-14,1
MCM-16,1
MCM-18,1
MCM-20,0
MCPB,1
MCPM,1
MCPP,1
MCR-BK,1
MCSB,1
MCT,0
MDAB,1
MDEA,1
MDGFL-L,1
MDGFL-M,1
MDGFL-XL,1
MDJS2,1
MDLXCJB,1
MDLXSB,1
MDM-10,1
MDM-12,1
MDM-13,1
MDM-14,1
MDM-16,1
MDM-18,1
MDTK,1
MGB,1
MGP,1
MGS1,1
MGS2,1
MGU1,1
MGU3,1
MGUS1,1
MHPC,1
MKPM,1
MPCC-L,1
MPCC-M,1
MPIC-10,1
MPIC-15,1
MPIC-20,1
MPIC-30,1
MPIC-5,1
MPMCC,1
MPP-12,1
MPP-6,1
MPPS,1
MPS1,1
MPTHS,1
MQSM,1
MSM2,1
MSM3,1
MSM4,1
MSSB,1
MSTCJB,1
MSTDAB,1
MSTDJB,1
MSTDOB,1
MTA1SNT-M,1
MTB,1
MWBH1,1
NI1AM,1
PBASSCAJ-KIT,0
PHTA,1
PL-SET,1
PM1BK,1
PM2BG,1
PM2BK,1
PM3BK,1
PP-2,1
RC2-L,1
RC2-M,1
RIMCLAMP-M,1
RO3BK,1
SB-CATALOG25,unknown
SB-R,1
SB142,1
SB205,1
SB502,1
SB504,1
SB507,1
SB512,1
SB513,1
SBB,1
SBCH,1
SBH,1
SH10-L-BK,0
SH10-M-BK,1
SH12-M-BK,1
SH20BK,1
SH21BK,1
SH23,1
SH25-L-S,1
SH3BK,1
SH7-L-BK,1
SKB,1
SKCH,1
SPARE-142,1
SPB,1
SPCH,1
SST1-L,1
SST1-R,1
SST1-S,1
SST3,0
STB1,1
STB2,1
STB3,1
STB4,1
STB5,1
STDJST-BK,1
THBS,1
THBS-BK,1
TINGSHA-OR,1
TMB,1
TMBP,0
TMC-CH,1
TMCAJ,1
TMCH,1
TMCP-2,1
TMD,1
TMDDG,0
TMPBP,1
TMPC,0
TMPMC,1
TMPT,1
TMSCS,1
TRI10B,1
TRI15B,1
TRI20B,1
VR-CSH,1
WA1NT,1
WA7BK,1
WC1-M,1
WSS1BK,0
B10VS,1
FJS2S-BK,1
GU7BR,1
HSH,1
HTA,1
JD-BRACKET,1
MA-B10-16M,1
MC-CYS,1
MC-CYS8,1
MC-CYS8-S,1
MC-MR2,1
MC-R3,1
MCOB-11,1
MDJB-L,1
MDJB-M,1
MDJB-S,1
MDLXCJB-L,1
MWB1BK,1
MWB2BK,1
S75-S,1
S77-L,1
S77-M,1
SB307,1
SB505,1
TMGWM,1
WJC1-M,0
1B-AE-FD22T-D,1
1B-BASSBOX,1
1B-BCA1SNT-M,1
1B-CA12,1
1B-FD14BE-TF,1
1B-FD18T-D-TF,1
1B-FD20D-TF,1
1B-KDC1NT,1
1B-MC-PTS,1
1B-MCOB-11,1
1B-MDOB,1
1B-TOPCAJ2WN,1
1B-VR-CAIXB,1
1B-VR-CAIXN,1
AE-FD14T,0
AE-FD14T-D,0
AE-FD18T,1
AE-FD18T-D,0
AE-FD22T,1
AE-FD22T-D,1
B10DAS,1
B10DUS,1
B10JS,1
B10S,1
B10S-B,1
B12S,1
B13DAH,1
B14CH,1
B14CH-B,1
B14DAH,1
B14DUH,1
B15182021,1
B15DAH,1
B15DUH,1
B16CH,1
B16CH-B,0
B16DAC,1
B16DUC,1
B16DUCH,1
B16VC,1
B17DAC,1
B18CH,1
B18CH-B,1
B18DAC,1
B18DUC,0
B18DUCH,1
B18VC,1
B19DUC,1
B20CH,1
B20CH-B,1
B20DAC,1
B20DAR,1
B20DUCH,1
B20VC,1
B21DAR,1
B22CH,1
B22DAR,1
B22VC,1
B6S,1
B6S-B,1
B8DAS,1
B8S,1
B8S-B,1
BASSBOX,1
BBP14,1
BCA1SNT-M,1
BCA2NT/EBK-M,1
BCOB,1
BG-TS,1
BI2NT,1
BI7RY,0
BMAT1,1
BMAT3,1
BMAT4,0
BT14,1
BT27,1
CA12,1
CA14,1
CA5BK,1
CA5BK-L,1
CA5BK-S,1
CB4,1
CCS,1
CH27WB,1
CH33HF,1
CH66HF,1
CL18,1
CL1HW,1
CL2HW,1
CL2RW,1
CL4IW,1
COW1,1
CPB5,1
CPTS,1
CSM-M,1
CST,1
CTT,1
DCS-R,1
DO1,1
ES2-B,1
ES2-BK,1
ES2-GREEN,1
ES2-R,1
ES2-Y,1
FACE-H,1
FACE-L,1
FD12T-D-TF,1
FD12TAM,0
FD14BE-TF,1
FD14T-D-TF,1
FD16BE-TF,0
FD16T-TF,1
FD18T-D-TF,0
FD18T-TF,1
FD20D-TF,1
FD20T-TF,1
FD22T-TF,1
FD7KA,1
FR1B,1
FR1K,1
FR1NT,1
FR1P,1
GALAXY,1
HCG89NT,1
HCS-CS1,1
HCS-CS2,1
HCS-SCS,1
HCS12TRS,0
HCS14SWH,1
HCS14TRS,1
HCS16TRC,1
HCS16TRS,1
HCS18CR,1
HCS18TRC,1
HCS20CR,0
HCSB13H,1
HCSB15H,1
HD10AB,1
HD12AB,1
HD14AB,0
HD16AB,1
HD18WB,1
HD20WB,1
HDSTAND,1
HE-104,0
HPS-S,1
HPWS,1
JD-LUG,1
JD10BW,1
JD10SI,1
JD12BW,1
JD12SI,1
JD14BW,1
JD14SI,1
JRD-B,1
JRD-BK,1
JRD-G,1
JRD-O,1
JRD-R,1
JRD-SI,1
JRD-Y,1
JS88BK,unknown
KDC1NT,1
KP-JT-BK,1
KP-ST-BK,1
KRS-BK,0
KRT-BK,1
KRT-R,1
M-CAP-FFBASEL,1
M-CAP-FFBASES,1
M-PHONECORD,1
MA-B12-16M,1
MA-B12-18M,1
MA-BR-13M,1
MA-BR-14M,0
MA-BR-16M,1
MA-BR-18M,0
MA-BZ-14M,1
MA-BZ-16M,1
MA-BZ-18M,1
MC-1,1
MC-2,0
MC-4,1
MC-BD,1
MC-MRBD,1
MC-PT,1
MC-PTS,1
MC-PTXS,1
MC-R1-H,0
MC-R2-H,0
MC-SHTA,1
MC-STBD,1
MC-STFDH,1
MC100NT,0
MCCK-MCP,1
MCJB-L,1
MCS1-BK,1
MDDGB,1
MDDGB-PRO,1
MDFS,1
MDH,1
MDJS1SI,1
MDOB,1
MDOB-L,1
MDPPA,1
MDT13CH,1
MFDB-18BO,1
MGB-L,1
MGB-S,1
MGU4,1
MHPB-L,1
MHPB-M,1
MKPP-4,1
MLLTS,1
MPAB-10,1
MPAB-12,1
MPDC1,1
MPE3BK,1
MPE4BK,1
MPE4R,1
MPMCS,1
MPP-12-BK,1
MPP-12-JB,1
MPP-6-BK,1
MPSB,1
MPSCAJ,0
MQW-10,1
MQW-6,1
MQW-7,1
MRCN5,1
MS-BK,1
MSM3CO,1
MSM3CU,1
MSM3MX,1
MSTCB22,1
MSTJCJB,1
MSTTB,1
MTAB-06,1
MTOPCJB,1
MWBHC,0
MWM1MC,1
MWM2AM,1
MXHA,1
MYO-CAJ,1
P-HCS14H,1
P-HCS16C,1
P-HCS18C,1
P-HCS20R,1
PA10S,1
PA12S,1
PA18CH,1
PA8S,0
PCA5BK-XS,1
PCRC1BK,1
PEMBK,1
PM-2,1
PMC-1,1
PMWB1-L,1
PMWB1-M,1
PROFDDG1-BK,1
PROSDDG1-BK,1
PTOPCAJ4MH-M,1
QW10,1
QW6,1
RS1BK-L,1
RS1BK-S,1
RS1BK-XL,1
RS1BK-XXL,1
RS1R-M,1
SB-RM,1
SB-RM-LE,1
SB1,1
SB100,1
SB101,1
SB102,1
SB105,1
SB106,1
SB107,1
SB108,1
SB109,1
SB110,1
SB113,1
SB114,1
SB115,1
SB116,1
SB129,1
SB130,0
SB131,1
SB132,1
SB133,1
SB134,1
SB135,1
SB136,1
SB137,1
SB138,1
SB139,1
SB140,1
SB141,1
SB143,1
SB144,1
SB2,1
SB207,1
SB3,1
SB300,1
SB301,1
SB303,1
SB304,1
SB305,1
SB306,1
SB309,1
SB4,1
SB401,1
SB402,1
SB5,1
SB508,1
SB509,1
SB511,1
SB607,1
SBC,1
SBHA,1
SBPO,1
SBR,1
SBRL,1
SBRS,1
SDDG1-BK,1
SEPU,1
SH16,1
SH17,1
SH18,1
SH51,1
SH53-M,0
SH53-S,1
SH56,1
SH58,1
SH59,1
SH888BK,1
SH88BK,1
SH8BK,1
SH9-L-S,1
SKH,1
SKRL,1
SKRS,1
SLB12,1
SLB25,1
SLB7,1
SNAREBOX,0
SPGRS,1
SPH,1
SPRL,1
SPRS,1
SRS1R-L,1
SST3-S,0
SST6,1
ST-DJEMBE,1
TBLH6BK,1
TDL,0
TDS,0
THG16,1
THG18,1
THG20,1
THG22,1
TI12SI,1
TIM14SI,1
TMCAJ-S,1
TMCHBK,0
TMCTK,1
TMID,1
TMPDS,1
TMSTB,1
TMSTCP,1
TMWTB,0
TOPCAJ2WN,1
TU10SI,1
TU12SI,1
TU14SI,1
VR-CAIX,1
VR-CAIXB,1
VR-CAIXN,1
VR-CAJ2GO,1
VR-CSETB,1
VR-TA2-ROM,1
VR-XCAJB,1
WA2NT,1
WCPCAJSET1,1
WW2BK,1
B13FH,1
B14FH,1
B14MH-B,1
MC-MR3,1
MC-TR1,1
MC-TR2,1
MPM2,1
MPM3,1
MPM4,1
MSTTCAJB,1
SB500,1
SB501,1
ST-HEBK,1
ST-HEG,1
VR-C115-SH,1
VR-C95-SH,1
1B-CAS,1
1B-FCR1212BK,1
ATD-L,1
ATD-M,1
B-S,1
B10EDS,1
B10MH,1
B10POS,1
B10POS-B,1
B10TRS,1
B12EDS,1
B13JTH,1
B13MH,1
B13SH,1
B13SH-B,1
B14DUMUTR,1
B14FRH,1
B14HH,1
B14JTH,1
B14MH,0
B14SH,1
B14SH-B,1
B14TC,1
B14TC-B,1
B14TH,1
B14TRH,1
B14VPH,1
B15FRH,1
B15JTH,1
B15MH,1
B15POH,1
B15POH-B,1
B15TC,1
B15TC-B,1
B15VPH,1
B1618ED,1
B16DUTRC,1
B16EDCH,1
B16FRH,1
B16JTC,1
B16MC,1
B16MC-B,1
B16MH,1
B16TC,1
B16TC-B,1
B16TRC,1
B16TRC-B,1
B16TTRC,1
B16VPH,1
B17JTC,1
B17TC,1
B17TC-B,1
B18DATRC,1
B18DATRCH,1
B18DUTRC,0
B18DUTRCH,1
B18EDCH,1
B18FRC,1
B18JTC,1
B18MC,1
B18MC-B,1
B18POC,1
B18POC-B,1
B18TC,0
B18TC-B,1
B18TRC,1
B18TRC-B,1
B18TRCH,1
B18TRCH-B,1
B18TTRC,1
B18VPC,1
B19FRC,1
B19POC,1
B20DATRC,1
B20DUCR,0
B20DUTRC,1
B20DUTRCH,1
B20EDCH,1
B20FRC,1
B20FRR,1
B20HR,1
B20HR-B,1
B20JCR,1
B20JTC,1
B20JTR,1
B20MC,1
B20MC-B,1
B20MR,1
B20MR-B,0
B20POC,1
B20POC-B,1
B20POR,1
B20TRC,1
B20TRCH,1
B20TRR,1
B20VPC,1
B20VPR,1
B21MR,1
B21MR-B,1
B21POR,1
B21SR-B,1
B22DUCR,1
B22FRR,1
B22HR,1
B22JCHR,1
B22JCR,1
B22JTR,1
B22MC,1
B22MOR,1
B22MR,1
B22MR-B,1
B22POR,1
B22POR-B,0
B22SR,1
B22TRR,1
B22VPR,1
B23HR,1
B24FRR,1
B24MR,1
BB-CS1,1
BBB1,1
BBTA1-BK,1
BBTA2-BK,1
BDU-CS1,1
BDU-CS2,1
BI5,1
BMIX1,1
BMIX2,1
BMIX6,1
BOWL,0
BT-CS1,1
BT-CS2,1
CA12T,1
CAS,1
CC10DAS,1
CC10DUS,1
CC10S-B,1
CC12DAS,1
CC12S-B,1
CC13DAH,1
CC14DAH,1
CC14DUH,1
CC15DAH,1
CC15DUH,1
CC16CH-B,1
CC16DAC,1
CC16DUC,1
CC17DAC,0
CC18CH-B,0
CC18DAC,1
CC18DACH,1
CC18DUC,1
CC18DUCH,1
CC19DAC,1
CC19DUC,1
CC20DAC,1
CC20DAR,1
CC20DUC,1
CC20DUR,0
CC21DAC,1
CC22DAR,1
CC22DUR,1
CC24DAR,1
CC8B-B,1
CC8DAS,1
CC8S-B,1
CCAB,1
CCAB-S,1
CCD-CS3,1
CCD-ES1,1
CH12,1
CH27,1
CH3,1
CL1RW,1
COW1BK,1
COW2,1
CPB3,1
CPB4,1
CR-BAR,1
CRC1BK,1
CRING,1
CTA2B-BK,1
CTA2M-BK,1
CTA2S-BK,1
CTA2VM-WB,1
CTA2WB,1
DCAP-L,1
DCAP-M,1
DDD18,0
DJW3NT,1
ES-BOX,0
ES-SET,1
ES-SET-2,1
ES-SET24-BK,1
FC11BK,1
FCR11BK,0
FCR1212BK,0
FL10NT,0
FL11NT,0
FL12NT,1
FL13NT,0
FSA4,1
GX-14FCH,1
HCS16TRCH,0
HCS18BBR,1
HCS18TRCH,1
HCS8H,1
HD10AB-TF,0
HD12AB-TF,1
HD14AB-TF,0
HD16AB-TF,1
HD18AB-TF,1
HD20AB-TF,1
HEAD-146,1
HPC,1
HPP,1
HPWS2,0
HTOPCAJ3NT,1
ID9BK/WH,0
IG22,1
JBCAJBK-MA,1
JRD-KQ,1
JRD-PS,1
JRD-TA,1
KA17LV,1
KA17SU,1
M35-L,1
M35-XL,1
MA-AR-16,0
MA-AR-16DA,1
MA-AR-18,1
MA-AR-18DA,1
MBKT,1
MC100WR,1
MCB22CR,0
MCC22R,1
MCJPC,1
MCM1,1
MCM2,1
MCM3,1
MCM4,1
MCS2-BK,1
MCSBBK,1
MCSBGY,1
MDHS,1
MDJB-XL,1
MDJS1KA,1
MDJS1KQ,1
MDJS1PS,1
MDSP12GY,1
MDSP6GY,1
MDST10BK,1
MDST6BK,1
MDST8BK,1
MFDB-14,1
MFDB-14IBO,1
MFDB-16,1
MFDB-18,1
MFDB-20,1
MFDB-22,1
MGM-L-C,1
MGM-L-L,1
MGM-L-R,1
MGM-M-C,1
MGM-M-L,1
MGM-M-R,1
MGM-S-C,1
MGM-S-L,1
MGM-S-R,1
MHTOPCJB,1
MIB-L,1
MIB-M,1
MIB-S,1
MIT810CH,1
MJ401+18,1
MKMP4BK,1
MKPP4BK,1
MMCS,1
MMP12BK,1
MMP12OR,1
MMP4BK,1
MMP4OR,1
MMP6BK,1
MMP6OR,1
MP11NT,1
MPCSS,1
MPE5NG,1
MPICS1,1
MPJS,1
MPM5,1
MPMDS,1
MSBCB,1
MSBCR,1
MSS,1
MSTDJB10,1
MSTDJB12,1
MVHSBK,1
MXBOX16,1
MXH,1
MYO-BCAJ,1
MYO-CAJ-OV,1
MYO-TOOLS,1
OG-12,1
PA-CS1,1
PA-CS2,0
PA10AB-M,1
PA10ABS-BK,0
PA10CN-M,1
PA10PW-M,1
PA12CN-M,1
PA12TRCH,0
PA14MH,1
PA14SWH,1
PA15MH,1
PA15SWH,1
PA16MC,1
PA16TC,1
PA17MC,1
PA18MC,1
PA18TC,1
PA18TRCH,1
PA19MC,1
PA20MC,1
PA20MR,1
PA20TC,1
PA20TR,1
PA22MC,1
PA22MR,1
PA22TR,1
PA24MR,unknown
PAC10S,0
PAC12S,1
PAC14161820,1
PAC14MTH,0
PAC8S,1
PADJ5-L-F,1
PADJ5-M-F,1
PAV10AB-M-TF,1
PKA17AW,1
PROADJ5-L,0
PROADJ5-M,0
PRORM1NT,0
PTOPCAJ2WN,1
PWC100B,1
RB85,1
REB1218AB-M,1
RM1OAK,1
RM2OAK,0
RM3OAK,1
RS2M,1
RS2XL,0
SB-PDM-F/R-S,1
SB-PM-HFL-L,1
SB-PM-HFS-S,1
SB-RM-LE-L,1
SB1-2,1
SB103,1
SB104,1
SB117,1
SB118,1
SB119,1
SB120,1
SB121,1
SB127,1
SB200,1
SB201,1
SB202,1
SB203,1
SB208,1
SB209,1
SB3-D,1
SB302,1
SB310,1
SB311,1
SB400,1
SB503,1
SB600,1
SB601,1
SB603,1
SB606,1
SB608,1
SB610,1
SB613,1
SB614,1
SB618,1
SB620,1
SB621,1
SB622,1
SGSP22,1
SH26-L-L,1
SH26-L-S,1
SH45GR,1
SH4BK,1
SH4CS,1
SH4WH,0
SH50,0
SH5R,1
SH60,1
SKMHC,0
ST1415,1
STB6,1
STB7,1
STB8,1
STBR06ABS-BK,1
STDB,1
SUBCAJ5WN,1
SY-14SUS,1
SY-16H,1
SY-16M,1
SY-16T,1
SY-17SUS,1
SY-18H,1
SY-18M,1
SY-18SUS,1
SY-18T,1
SY-20H,1
SY-20M,0
SY-20SUS,1
SY-20T,1
SY-22H,1
SY-22M,1
SY-22SUS,1
SY-22T,1
TA1A-AB,1
TA1AB,1
TA1B-AB,1
TA1M-SNT,1
TA1V-WB,1
TA1VM-WB,1
TA1WB,1
TA2A-AB,1
TA2AB,1
TA2B-AB,1
TA2M-SNT,1
TA2V-WB,1
TA2VM-WB,1
TA2WB,0
TAN1428AB-M,1
TBR06ABS-BK,1
TBR06ABS-GR,0
TBR06ABS-R,1
TBR06ABS-Y,1
TBR06ALU,1
TCH27RP,1
TFCB,1
TG-13,1
TG-14,1
THBS-S-BK,1
THH1B-BK,1
THH1BK,1
TIM1428NT,1
TMDS,1
TMGS-3-G,1
TMPTS,1
TMWB-L,1
TMWB-S,1
TRIL,1
TTOPCAJ1,0
VE16-MDH,1
VR-CPO8-NH,1
VR-CPO8-SH,1
VR-CPO95-NH,1
VR-POH12-SH,0
VR-SDSETB,1
WA5,1
WG-12,1
WG-145,1
WG-TT12,1
WG-TT14,1
WG-TT16,1
WG-TT18,1
WG-TT44,1
WG-TT48,1
HCS1314+10S,0
B-M,1
B18TRLC,1
BD14WB-NH,1
BD16WB-NH,1
BD18WB-NH,1
CC18MC-B,1
CR-CLAMP2,1
DD1BK,1
EC-CH,1
EC-E,1
EC-J,1
EC-MA,1
EC-ME,1
EC-N,1
EC-S,0
EC-SA,1
EC-SE,1
EC-U,1
EC-V,1
HCAJ100NT,1
HD16WB,1
HP-CW,1
KRS-GR,1
LCS-GR,1
MBKB,1
MC-R3-H,0
MC-TR3,1
MC1B,1
MC1HA,0
MCOB-1134,1
MCOB-1212,1
MPM1,1
PAC15MTH,1
RD14WB,1
RD16WB,1
RD18WB,1
RD20WB,1
RD22WB,1
SBSHM,1
SD15LB,1
SGMP22,1
SGSOLS22,1
ST-HECH,1
STICKER-DINA4,1
TF-DISPLAY,1
TF-ER,1
TF-HOLDER-7,1
TF-M-L,1
TFC-8,1
TMGS-2-G,1
TMGS-DS,1
TMT2B-BK,1
VR-BD10-SH,1
VR-C8-NH,1
VR-SDJ14-NH,1
1B-KL1704S,1
1B-WCO11VBR-M,1
1B-WCO1212VRM,1
ADJ2-L+BAG,1
ADJ2-M+BAG,1
ADJ3-L+BAG,1
ADJ3-M+BAG,1
AE-DJTC2-L,1
B13EDMH,1
B14EDMH,1
B14EHH,1
B14HHH-B,1
B15BADAH,1
B15EHH,1
B1618DU,1
B16EDTC,1
B16JETC,1
B16JMTC,1
B16MTC,1
B16MTC-B,1
B17EDTC,1
B17JETC,1
B17JMTC,1
B17MTC,1
B17MTC-B,1
B18EDTC,1
B18EDTRC,1
B18HHC-B,1
B18HHCH-B,1
B18JETC,1
B18JMTC,1
B18MTC,1
B18MTC-B,1
B18VPTRC,1
B19EDTC,1
B19MTC,1
B19MTC-B,1
B20BADAR,1
B20EDMR,1
B20EDTC,1
B20EDTR,1
B20EHR,1
B20FRLR,1
B20HHC-B,1
B20HHCH-B,1
B20JBAR,1
B20JETR,1
B20JMTC,1
B20JMTR,1
B20RBR,1
B20SATC,1
B20VPLR,1
B21FRFR,1
B22BADAR,1
B22EDMR,1
B22EDTR,1
B22EHR,1
B22FRCHR,1
B22FRLR,1
B22HHC-B,1
B22HHR-B,1
B22JBAR,1
B22JMTR,1
B22RBR,1
B22TRLR,1
B22VPLR,1
B24BADAR,1
B24EHR,1
B24FRLR,1
B24PMR-B,1
BA1BK,0
BA2BK,0
BA3BK,0
BED-CS1,1
BWC11,1
CAJ-DRUMSET,1
CC-12DASTK,0
CC-12STK,1
CC-16DASTK,1
CC-16STK,1
CC-18DASTK,1
CC-CS1,1
CC10DATRS,1
CC10EMS-B,1
CC12DATRS,1
CC12DUTRS,0
CC12TRS-B,1
CC14DATRC,1
CC14EMH-B,1
CC14HDAH,1
CC14MC-B,1
CC14MH-B,1
CC14PH-B,1
CC15MC-B,1
CC15MH-B,1
CC16DATRC,1
CC16DATRCH,1
CC16DUTRC,1
CC16DUTRCH,0
CC16EMC-B,1
CC16EMCH-B,1
CC16HDAC,1
CC16MC-B,1
CC16PC-B,1
CC16TC-B,1
CC16TDAC,1
CC16TRC-B,1
CC16TRCH-B,1
CC17EMC-B,1
CC17MC-B,1
CC18DATRC,1
CC18DATRCH,1
CC18DUTRC,1
CC18EMC-B,1
CC18EMCH-B,1
CC18HDAC,1
CC18HDACH,1
CC18PC-B,1
CC18TC-B,1
CC18TDAC,1
CC18TRC-B,1
CC18TRCH-B,1
CC19EMC-B,1
CC20EMR-B,1
CC20HDAR,1
CC20MR-B,1
CC20PR-B,1
CC22DACR,1
CC22PR-B,1
CC4680-TRB,1
CCD-CS1,1
CCD-CS2,1
CCD-CS4,1
CCDU-CS1,1
CH-HPEG,1
CH27ST,1
CH33VWB,1
CL3HW,1
CPB1,1
CPB2,1
CRASHER,1
CRASHER-M,1
CSBM,1
CSBRL,1
CSBRM,1
CSP,1
DCAP-XL,1
DCRING,1
DMYO-CAJ-BU,0
EC-PL,1
ECC-8,1
ESET-3,unknown
ESET-8,1
FICY-14,0
FICY-2,1
FL12BB,1
GC-32,1
HCAJ3LJ,1
HCS024SM,0
HD16WB-VF,1
HD18WB-WH,1
HDJ8-XXS,1
HE-100,0
HE-101,0
HE-102,0
HE-103,0
HE-114,0
HE-3000,0
HEAD-JD10SI,1
HJS1BK,1
HJS1R,1
HPCS,1
HT1314CH,0
HTHHBG,1
ID3GO,0
ID4BKO,0
JD10SI-DH,1
JD14SI-DH,1
KA17CR,1
KL1008H,0
KL1009H,0
KL1702S,0
KL1703S,1
KL1704S,1
KL801S,1
KL8MINI,1
M36-L,1
M36-M,1
M36-S,1
M36-XL,1
M92-BK-L-GIRL,1
M92-BK-M-GIRL,1
M92-BK-S-GIRL,1
MBDMP4BK,1
MC100VWB,1
MC1AB,1
MC1BW,1
MCA-12T,1
MCA-14,1
MCAJ100BK-MA,1
MCB22CB,1
MCC11NT,1
MCC22R-TR,1
MCCB22BK,1
MCCB22GY,1
MCM-141620,1
MCSBMO,1
MDPP,1
MDR-BK,1
MDRL-BK,1
MDRS-BK,1
MGM-L-PG,1
MGM-L-SP,1
MGM-L-ST,1
MGM-M-PG,1
MGM-M-SP,1
MGM-M-ST,1
MGM-S-PG,1
MGM-S-SP,1
MGM-S-ST,1
MGM1,1
MGM2,1
MMC1,0
MMP12SF,1
MMP4SF,1
MMP6SF,1
MP11BB,1
MPP-12-BG,1
MPP-12-TL,1
MPP-6-BG,1
MPP-6-TL,1
MREB-10,1
MREB-12,1
MREBB-12,1
MSUB-16,1
MSUB-18,1
MSUB-20,1
MSUB-22,1
MT1415B,1
MTANB-14,1
MTCR11WR,1
MTIMB-1428,1
MTIMB-1435,0
MVHC22BK,1
MVHSDB,1
MVHSLB,1
MWSBK,1
MWSGR,1
MWSKH,1
PA10EHS,1
PA14EHH,1
PA15EHH,1
PA16EHC,1
PA18EHC,1
PA18EHCH,1
PA20EHC,0
PA20EHR,1
PA22EHR,1
PAC-12STK,1
PAC-CS1,1
PAC-CS2,1
PAC12TRCH,1
PAC12TRS,1
PAC16MC,1
PAC16TRC,1
PAC18MC,1
PAC18TRCH,1
PAC20TRC,1
PADJ12-BW,1
PADJ4-L-G,1
PADJ4-M-G,1
PADJ6-L-F,1
PADJ6-M-F,1
PAS10PW-NH,0
